kind	id	required_case_ids
feature	MAINTAINER_MODE	feature:MAINTAINER_MODE:enabled,feature:MAINTAINER_MODE:disabled-or-rejection
feature	OPTIMIZE	feature:OPTIMIZE:enabled,feature:OPTIMIZE:disabled-or-rejection
unsupported	macos-first-release	unsupported:macos-first-release:unsupported-policy
unsupported	aarch64-first-release	unsupported:aarch64-first-release:unsupported-policy
unsupported	autoit-ea05-output-over-4g	unsupported:autoit-ea05-output-over-4g:unsupported-policy
unsupported	bytecode-v1-over-4g	unsupported:bytecode-v1-over-4g:unsupported-policy
unsupported	elf-legacy-metadata-over-4g	unsupported:elf-legacy-metadata-over-4g:unsupported-policy
unsupported	egg-compat-member-over-1g	unsupported:egg-compat-member-over-1g:unsupported-policy
library	egg-string-metadata-ranges	library:egg-string-metadata-ranges:complete,library:egg-string-metadata-ranges:late-detection,library:egg-string-metadata-ranges:fault
unsupported	egg-legacy-string-metadata-over-1g	unsupported:egg-legacy-string-metadata-over-1g:unsupported-policy
unsupported	legacy-callback-over-1g	unsupported:legacy-callback-over-1g:unsupported-policy
unsupported	image-fuzzy-over-contiguous-limit	unsupported:image-fuzzy-over-contiguous-limit:unsupported-policy
feature	onenote-modern-over-256m	feature:onenote-modern-over-256m:enabled,feature:onenote-modern-over-256m:disabled-or-rejection
feature	xar-subdocument-over-1g	feature:xar-subdocument-over-1g:enabled,feature:xar-subdocument-over-1g:disabled-or-rejection
feature	mail-legacy-materialization-over-64m	feature:mail-legacy-materialization-over-64m:enabled,feature:mail-legacy-materialization-over-64m:disabled-or-rejection
unsupported	pe32plus-legacy-x86-analysis	unsupported:pe32plus-legacy-x86-analysis:unsupported-policy
unsupported	pe-legacy-metadata-over-4g	unsupported:pe-legacy-metadata-over-4g:unsupported-policy
feature	pe-unpacker-over-1g	feature:pe-unpacker-over-1g:enabled,feature:pe-unpacker-over-1g:disabled-or-rejection
feature	pdf-stream-over-1g	feature:pdf-stream-over-1g:enabled,feature:pdf-stream-over-1g:disabled-or-rejection
library	vba-module-stream	library:vba-module-stream:complete,library:vba-module-stream:late-detection,library:vba-module-stream:fault
library	vba-project-directory	library:vba-project-directory:complete,library:vba-project-directory:late-detection,library:vba-project-directory:fault
unsupported	vba-callback-over-1g	unsupported:vba-callback-over-1g:unsupported-policy
unsupported	vba-project-directory-without-file-mapping	unsupported:vba-project-directory-without-file-mapping:unsupported-policy
parser	CL_TYPE_7Z	parser:CL_TYPE_7Z:valid-complete,parser:CL_TYPE_7Z:late-detection,parser:CL_TYPE_7Z:malformed-confirmed,parser:CL_TYPE_7Z:limit
parser	CL_TYPE_7ZSFX	parser:CL_TYPE_7ZSFX:valid-complete,parser:CL_TYPE_7ZSFX:late-detection,parser:CL_TYPE_7ZSFX:malformed-confirmed,parser:CL_TYPE_7ZSFX:limit
parser	CL_TYPE_AI_MODEL	parser:CL_TYPE_AI_MODEL:required-behavior,parser:CL_TYPE_AI_MODEL:required-failure
parser	CL_TYPE_ALZ	parser:CL_TYPE_ALZ:valid-complete,parser:CL_TYPE_ALZ:late-detection,parser:CL_TYPE_ALZ:malformed-confirmed,parser:CL_TYPE_ALZ:limit
parser	CL_TYPE_APM	parser:CL_TYPE_APM:valid-complete,parser:CL_TYPE_APM:late-detection,parser:CL_TYPE_APM:malformed-confirmed,parser:CL_TYPE_APM:limit
parser	CL_TYPE_ARJ	parser:CL_TYPE_ARJ:valid-complete,parser:CL_TYPE_ARJ:late-detection,parser:CL_TYPE_ARJ:malformed-confirmed,parser:CL_TYPE_ARJ:limit
parser	CL_TYPE_ARJSFX	parser:CL_TYPE_ARJSFX:valid-complete,parser:CL_TYPE_ARJSFX:late-detection,parser:CL_TYPE_ARJSFX:malformed-confirmed,parser:CL_TYPE_ARJSFX:limit
parser	CL_TYPE_AUTOIT	parser:CL_TYPE_AUTOIT:valid-complete,parser:CL_TYPE_AUTOIT:late-detection,parser:CL_TYPE_AUTOIT:malformed-confirmed,parser:CL_TYPE_AUTOIT:limit
parser	CL_TYPE_BINARY_DATA	parser:CL_TYPE_BINARY_DATA:valid-complete,parser:CL_TYPE_BINARY_DATA:late-detection,parser:CL_TYPE_BINARY_DATA:malformed-confirmed,parser:CL_TYPE_BINARY_DATA:limit
library	mydoom-map	library:mydoom-map:complete,library:mydoom-map:late-detection,library:mydoom-map:fault
parser	CL_TYPE_BINHEX	parser:CL_TYPE_BINHEX:valid-complete,parser:CL_TYPE_BINHEX:late-detection,parser:CL_TYPE_BINHEX:malformed-confirmed,parser:CL_TYPE_BINHEX:limit
library	binhex-map	library:binhex-map:complete,library:binhex-map:late-detection,library:binhex-map:fault
library	binhex-sticky-completion	library:binhex-sticky-completion:complete,library:binhex-sticky-completion:late-detection,library:binhex-sticky-completion:fault
parser	CL_TYPE_BZ	parser:CL_TYPE_BZ:valid-complete,parser:CL_TYPE_BZ:late-detection,parser:CL_TYPE_BZ:malformed-confirmed,parser:CL_TYPE_BZ:limit
parser	CL_TYPE_CABSFX	parser:CL_TYPE_CABSFX:valid-complete,parser:CL_TYPE_CABSFX:late-detection,parser:CL_TYPE_CABSFX:malformed-confirmed,parser:CL_TYPE_CABSFX:limit
parser	CL_TYPE_CPIO_CRC	parser:CL_TYPE_CPIO_CRC:valid-complete,parser:CL_TYPE_CPIO_CRC:late-detection,parser:CL_TYPE_CPIO_CRC:malformed-confirmed,parser:CL_TYPE_CPIO_CRC:limit
library	cpio-old-size-arithmetic	library:cpio-old-size-arithmetic:complete,library:cpio-old-size-arithmetic:late-detection,library:cpio-old-size-arithmetic:fault
library	cpio-scan-state-admission	library:cpio-scan-state-admission:complete,library:cpio-scan-state-admission:late-detection,library:cpio-scan-state-admission:fault
parser	CL_TYPE_CPIO_NEWC	parser:CL_TYPE_CPIO_NEWC:valid-complete,parser:CL_TYPE_CPIO_NEWC:late-detection,parser:CL_TYPE_CPIO_NEWC:malformed-confirmed,parser:CL_TYPE_CPIO_NEWC:limit
parser	CL_TYPE_CPIO_ODC	parser:CL_TYPE_CPIO_ODC:valid-complete,parser:CL_TYPE_CPIO_ODC:late-detection,parser:CL_TYPE_CPIO_ODC:malformed-confirmed,parser:CL_TYPE_CPIO_ODC:limit
parser	CL_TYPE_CPIO_OLD	parser:CL_TYPE_CPIO_OLD:valid-complete,parser:CL_TYPE_CPIO_OLD:late-detection,parser:CL_TYPE_CPIO_OLD:malformed-confirmed,parser:CL_TYPE_CPIO_OLD:limit
parser	CL_TYPE_CRYPTFF	parser:CL_TYPE_CRYPTFF:valid-complete,parser:CL_TYPE_CRYPTFF:late-detection,parser:CL_TYPE_CRYPTFF:malformed-confirmed,parser:CL_TYPE_CRYPTFF:limit
parser	CL_TYPE_DMG	parser:CL_TYPE_DMG:valid-complete,parser:CL_TYPE_DMG:late-detection,parser:CL_TYPE_DMG:malformed-confirmed,parser:CL_TYPE_DMG:limit
parser	CL_TYPE_EGG	parser:CL_TYPE_EGG:valid-complete,parser:CL_TYPE_EGG:late-detection,parser:CL_TYPE_EGG:malformed-confirmed,parser:CL_TYPE_EGG:limit
parser	CL_TYPE_EGGSFX	parser:CL_TYPE_EGGSFX:valid-complete,parser:CL_TYPE_EGGSFX:late-detection,parser:CL_TYPE_EGGSFX:malformed-confirmed,parser:CL_TYPE_EGGSFX:limit
parser	CL_TYPE_ELF	parser:CL_TYPE_ELF:valid-complete,parser:CL_TYPE_ELF:late-detection,parser:CL_TYPE_ELF:malformed-confirmed,parser:CL_TYPE_ELF:limit
library	elf-map	library:elf-map:complete,library:elf-map:late-detection,library:elf-map:fault
parser	CL_TYPE_GIF	parser:CL_TYPE_GIF:valid-complete,parser:CL_TYPE_GIF:late-detection,parser:CL_TYPE_GIF:malformed-confirmed,parser:CL_TYPE_GIF:limit
parser	CL_TYPE_GPT	parser:CL_TYPE_GPT:valid-complete,parser:CL_TYPE_GPT:late-detection,parser:CL_TYPE_GPT:malformed-confirmed,parser:CL_TYPE_GPT:limit
parser	CL_TYPE_GRAPHICS	parser:CL_TYPE_GRAPHICS:valid-complete,parser:CL_TYPE_GRAPHICS:late-detection,parser:CL_TYPE_GRAPHICS:malformed-confirmed,parser:CL_TYPE_GRAPHICS:limit
parser	CL_TYPE_GZ	parser:CL_TYPE_GZ:valid-complete,parser:CL_TYPE_GZ:late-detection,parser:CL_TYPE_GZ:malformed-confirmed,parser:CL_TYPE_GZ:limit
parser	CL_TYPE_HTML	parser:CL_TYPE_HTML:valid-complete,parser:CL_TYPE_HTML:late-detection,parser:CL_TYPE_HTML:malformed-confirmed,parser:CL_TYPE_HTML:limit
parser	CL_TYPE_HTML_UTF16	parser:CL_TYPE_HTML_UTF16:valid-complete,parser:CL_TYPE_HTML_UTF16:late-detection,parser:CL_TYPE_HTML_UTF16:malformed-confirmed,parser:CL_TYPE_HTML_UTF16:limit
parser	CL_TYPE_HWP3	parser:CL_TYPE_HWP3:valid-complete,parser:CL_TYPE_HWP3:late-detection,parser:CL_TYPE_HWP3:malformed-confirmed,parser:CL_TYPE_HWP3:limit
library	hwp3-map	library:hwp3-map:complete,library:hwp3-map:late-detection,library:hwp3-map:fault
parser	CL_TYPE_HWPOLE2	parser:CL_TYPE_HWPOLE2:valid-complete,parser:CL_TYPE_HWPOLE2:late-detection,parser:CL_TYPE_HWPOLE2:malformed-confirmed,parser:CL_TYPE_HWPOLE2:limit
parser	CL_TYPE_IGNORED	parser:CL_TYPE_IGNORED:required-behavior,parser:CL_TYPE_IGNORED:required-failure
parser	CL_TYPE_ISHIELD_MSI	parser:CL_TYPE_ISHIELD_MSI:valid-complete,parser:CL_TYPE_ISHIELD_MSI:late-detection,parser:CL_TYPE_ISHIELD_MSI:malformed-confirmed,parser:CL_TYPE_ISHIELD_MSI:limit
parser	CL_TYPE_ISO9660	parser:CL_TYPE_ISO9660:valid-complete,parser:CL_TYPE_ISO9660:late-detection,parser:CL_TYPE_ISO9660:malformed-confirmed,parser:CL_TYPE_ISO9660:limit
library	iso-temporary-output-status-propagation	library:iso-temporary-output-status-propagation:complete,library:iso-temporary-output-status-propagation:late-detection,library:iso-temporary-output-status-propagation:fault
library	iso-options-admission	library:iso-options-admission:complete,library:iso-options-admission:late-detection,library:iso-options-admission:fault
parser	CL_TYPE_JPEG	parser:CL_TYPE_JPEG:valid-complete,parser:CL_TYPE_JPEG:late-detection,parser:CL_TYPE_JPEG:malformed-confirmed,parser:CL_TYPE_JPEG:limit
parser	CL_TYPE_LHA_LZH	parser:CL_TYPE_LHA_LZH:valid-complete,parser:CL_TYPE_LHA_LZH:late-detection,parser:CL_TYPE_LHA_LZH:malformed-confirmed,parser:CL_TYPE_LHA_LZH:limit
parser	CL_TYPE_MACHO	parser:CL_TYPE_MACHO:valid-complete,parser:CL_TYPE_MACHO:late-detection,parser:CL_TYPE_MACHO:malformed-confirmed,parser:CL_TYPE_MACHO:limit
parser	CL_TYPE_MACHO_UNIBIN	parser:CL_TYPE_MACHO_UNIBIN:valid-complete,parser:CL_TYPE_MACHO_UNIBIN:late-detection,parser:CL_TYPE_MACHO_UNIBIN:malformed-confirmed,parser:CL_TYPE_MACHO_UNIBIN:limit
library	macho-map	library:macho-map:complete,library:macho-map:late-detection,library:macho-map:fault
parser	CL_TYPE_MAIL	parser:CL_TYPE_MAIL:valid-complete,parser:CL_TYPE_MAIL:late-detection,parser:CL_TYPE_MAIL:malformed-confirmed,parser:CL_TYPE_MAIL:limit
library	mbox-map	library:mbox-map:complete,library:mbox-map:late-detection,library:mbox-map:fault
parser	CL_TYPE_MBR	parser:CL_TYPE_MBR:valid-complete,parser:CL_TYPE_MBR:late-detection,parser:CL_TYPE_MBR:malformed-confirmed,parser:CL_TYPE_MBR:limit
parser	CL_TYPE_MHTML	parser:CL_TYPE_MHTML:valid-complete,parser:CL_TYPE_MHTML:late-detection,parser:CL_TYPE_MHTML:malformed-confirmed,parser:CL_TYPE_MHTML:limit
parser	CL_TYPE_MSCAB	parser:CL_TYPE_MSCAB:valid-complete,parser:CL_TYPE_MSCAB:late-detection,parser:CL_TYPE_MSCAB:malformed-confirmed,parser:CL_TYPE_MSCAB:limit
parser	CL_TYPE_MSCHM	parser:CL_TYPE_MSCHM:valid-complete,parser:CL_TYPE_MSCHM:late-detection,parser:CL_TYPE_MSCHM:malformed-confirmed,parser:CL_TYPE_MSCHM:limit
parser	CL_TYPE_MSEXE	parser:CL_TYPE_MSEXE:valid-complete,parser:CL_TYPE_MSEXE:late-detection,parser:CL_TYPE_MSEXE:malformed-confirmed,parser:CL_TYPE_MSEXE:limit
parser	CL_TYPE_MSOLE2	parser:CL_TYPE_MSOLE2:valid-complete,parser:CL_TYPE_MSOLE2:late-detection,parser:CL_TYPE_MSOLE2:malformed-confirmed,parser:CL_TYPE_MSOLE2:limit
parser	CL_TYPE_MSSZDD	parser:CL_TYPE_MSSZDD:valid-complete,parser:CL_TYPE_MSSZDD:late-detection,parser:CL_TYPE_MSSZDD:malformed-confirmed,parser:CL_TYPE_MSSZDD:limit
library	msexpand-map	library:msexpand-map:complete,library:msexpand-map:late-detection,library:msexpand-map:fault
parser	CL_TYPE_NULSFT	parser:CL_TYPE_NULSFT:valid-complete,parser:CL_TYPE_NULSFT:late-detection,parser:CL_TYPE_NULSFT:malformed-confirmed,parser:CL_TYPE_NULSFT:limit
parser	CL_TYPE_OLD_TAR	parser:CL_TYPE_OLD_TAR:valid-complete,parser:CL_TYPE_OLD_TAR:late-detection,parser:CL_TYPE_OLD_TAR:malformed-confirmed,parser:CL_TYPE_OLD_TAR:limit
parser	CL_TYPE_ONENOTE	parser:CL_TYPE_ONENOTE:valid-complete,parser:CL_TYPE_ONENOTE:late-detection,parser:CL_TYPE_ONENOTE:malformed-confirmed,parser:CL_TYPE_ONENOTE:limit
parser	CL_TYPE_OOXML_HWP	parser:CL_TYPE_OOXML_HWP:valid-complete,parser:CL_TYPE_OOXML_HWP:late-detection,parser:CL_TYPE_OOXML_HWP:malformed-confirmed,parser:CL_TYPE_OOXML_HWP:limit
parser	CL_TYPE_OOXML_PPT	parser:CL_TYPE_OOXML_PPT:valid-complete,parser:CL_TYPE_OOXML_PPT:late-detection,parser:CL_TYPE_OOXML_PPT:malformed-confirmed,parser:CL_TYPE_OOXML_PPT:limit
parser	CL_TYPE_OOXML_WORD	parser:CL_TYPE_OOXML_WORD:valid-complete,parser:CL_TYPE_OOXML_WORD:late-detection,parser:CL_TYPE_OOXML_WORD:malformed-confirmed,parser:CL_TYPE_OOXML_WORD:limit
parser	CL_TYPE_OOXML_XL	parser:CL_TYPE_OOXML_XL:valid-complete,parser:CL_TYPE_OOXML_XL:late-detection,parser:CL_TYPE_OOXML_XL:malformed-confirmed,parser:CL_TYPE_OOXML_XL:limit
parser	CL_TYPE_PART_HFSPLUS	parser:CL_TYPE_PART_HFSPLUS:valid-complete,parser:CL_TYPE_PART_HFSPLUS:late-detection,parser:CL_TYPE_PART_HFSPLUS:malformed-confirmed,parser:CL_TYPE_PART_HFSPLUS:limit
parser	CL_TYPE_PDF	parser:CL_TYPE_PDF:valid-complete,parser:CL_TYPE_PDF:late-detection,parser:CL_TYPE_PDF:malformed-confirmed,parser:CL_TYPE_PDF:limit
parser	CL_TYPE_PNG	parser:CL_TYPE_PNG:valid-complete,parser:CL_TYPE_PNG:late-detection,parser:CL_TYPE_PNG:malformed-confirmed,parser:CL_TYPE_PNG:limit
parser	CL_TYPE_POSIX_TAR	parser:CL_TYPE_POSIX_TAR:valid-complete,parser:CL_TYPE_POSIX_TAR:late-detection,parser:CL_TYPE_POSIX_TAR:malformed-confirmed,parser:CL_TYPE_POSIX_TAR:limit
library	tar-member-output-admission	library:tar-member-output-admission:complete,library:tar-member-output-admission:late-detection,library:tar-member-output-admission:fault
parser	CL_TYPE_PYTHON_COMPILED	parser:CL_TYPE_PYTHON_COMPILED:required-behavior,parser:CL_TYPE_PYTHON_COMPILED:required-failure
parser	CL_TYPE_RAR	parser:CL_TYPE_RAR:required-behavior,parser:CL_TYPE_RAR:required-failure
parser	CL_TYPE_RARSFX	parser:CL_TYPE_RARSFX:required-behavior,parser:CL_TYPE_RARSFX:required-failure
parser	CL_TYPE_RIFF	parser:CL_TYPE_RIFF:valid-complete,parser:CL_TYPE_RIFF:late-detection,parser:CL_TYPE_RIFF:malformed-confirmed,parser:CL_TYPE_RIFF:limit
parser	CL_TYPE_RTF	parser:CL_TYPE_RTF:valid-complete,parser:CL_TYPE_RTF:late-detection,parser:CL_TYPE_RTF:malformed-confirmed,parser:CL_TYPE_RTF:limit
parser	CL_TYPE_SCRENC	parser:CL_TYPE_SCRENC:valid-complete,parser:CL_TYPE_SCRENC:late-detection,parser:CL_TYPE_SCRENC:malformed-confirmed,parser:CL_TYPE_SCRENC:limit
parser	CL_TYPE_SCRIPT	parser:CL_TYPE_SCRIPT:valid-complete,parser:CL_TYPE_SCRIPT:late-detection,parser:CL_TYPE_SCRIPT:malformed-confirmed,parser:CL_TYPE_SCRIPT:limit
parser	CL_TYPE_SIS	parser:CL_TYPE_SIS:valid-complete,parser:CL_TYPE_SIS:late-detection,parser:CL_TYPE_SIS:malformed-confirmed,parser:CL_TYPE_SIS:limit
library	sis-buffered-cursor-range	library:sis-buffered-cursor-range:complete,library:sis-buffered-cursor-range:late-detection,library:sis-buffered-cursor-range:fault
library	sis9x-physical-field-boundary	library:sis9x-physical-field-boundary:complete,library:sis9x-physical-field-boundary:late-detection,library:sis9x-physical-field-boundary:fault
parser	CL_TYPE_SWF	parser:CL_TYPE_SWF:valid-complete,parser:CL_TYPE_SWF:late-detection,parser:CL_TYPE_SWF:malformed-confirmed,parser:CL_TYPE_SWF:limit
library	swf-map	library:swf-map:complete,library:swf-map:late-detection,library:swf-map:fault
parser	CL_TYPE_TEXT_ASCII	parser:CL_TYPE_TEXT_ASCII:valid-complete,parser:CL_TYPE_TEXT_ASCII:late-detection,parser:CL_TYPE_TEXT_ASCII:malformed-confirmed,parser:CL_TYPE_TEXT_ASCII:limit
library	structured-map	library:structured-map:complete,library:structured-map:late-detection,library:structured-map:fault
parser	CL_TYPE_TEXT_UTF16BE	parser:CL_TYPE_TEXT_UTF16BE:valid-complete,parser:CL_TYPE_TEXT_UTF16BE:late-detection,parser:CL_TYPE_TEXT_UTF16BE:malformed-confirmed,parser:CL_TYPE_TEXT_UTF16BE:limit
parser	CL_TYPE_TEXT_UTF16LE	parser:CL_TYPE_TEXT_UTF16LE:valid-complete,parser:CL_TYPE_TEXT_UTF16LE:late-detection,parser:CL_TYPE_TEXT_UTF16LE:malformed-confirmed,parser:CL_TYPE_TEXT_UTF16LE:limit
parser	CL_TYPE_TEXT_UTF8	parser:CL_TYPE_TEXT_UTF8:valid-complete,parser:CL_TYPE_TEXT_UTF8:late-detection,parser:CL_TYPE_TEXT_UTF8:malformed-confirmed,parser:CL_TYPE_TEXT_UTF8:limit
parser	CL_TYPE_TIFF	parser:CL_TYPE_TIFF:valid-complete,parser:CL_TYPE_TIFF:late-detection,parser:CL_TYPE_TIFF:malformed-confirmed,parser:CL_TYPE_TIFF:limit
parser	CL_TYPE_TNEF	parser:CL_TYPE_TNEF:valid-complete,parser:CL_TYPE_TNEF:late-detection,parser:CL_TYPE_TNEF:malformed-confirmed,parser:CL_TYPE_TNEF:limit
parser	CL_TYPE_UDF	parser:CL_TYPE_UDF:valid-complete,parser:CL_TYPE_UDF:late-detection,parser:CL_TYPE_UDF:malformed-confirmed,parser:CL_TYPE_UDF:limit
parser	CL_TYPE_UUENCODED	parser:CL_TYPE_UUENCODED:valid-complete,parser:CL_TYPE_UUENCODED:late-detection,parser:CL_TYPE_UUENCODED:malformed-confirmed,parser:CL_TYPE_UUENCODED:limit
parser	CL_TYPE_XAR	parser:CL_TYPE_XAR:valid-complete,parser:CL_TYPE_XAR:late-detection,parser:CL_TYPE_XAR:malformed-confirmed,parser:CL_TYPE_XAR:limit
library	xar-heap-extent	library:xar-heap-extent:complete,library:xar-heap-extent:late-detection,library:xar-heap-extent:fault
library	xar-map	library:xar-map:complete,library:xar-map:late-detection,library:xar-map:fault
parser	CL_TYPE_XDP	parser:CL_TYPE_XDP:valid-complete,parser:CL_TYPE_XDP:late-detection,parser:CL_TYPE_XDP:malformed-confirmed,parser:CL_TYPE_XDP:limit
parser	CL_TYPE_XML_HWP	parser:CL_TYPE_XML_HWP:valid-complete,parser:CL_TYPE_XML_HWP:late-detection,parser:CL_TYPE_XML_HWP:malformed-confirmed,parser:CL_TYPE_XML_HWP:limit
parser	CL_TYPE_XML_WORD	parser:CL_TYPE_XML_WORD:valid-complete,parser:CL_TYPE_XML_WORD:late-detection,parser:CL_TYPE_XML_WORD:malformed-confirmed,parser:CL_TYPE_XML_WORD:limit
parser	CL_TYPE_XML_XL	parser:CL_TYPE_XML_XL:valid-complete,parser:CL_TYPE_XML_XL:late-detection,parser:CL_TYPE_XML_XL:malformed-confirmed,parser:CL_TYPE_XML_XL:limit
parser	CL_TYPE_XZ	parser:CL_TYPE_XZ:valid-complete,parser:CL_TYPE_XZ:late-detection,parser:CL_TYPE_XZ:malformed-confirmed,parser:CL_TYPE_XZ:limit
parser	CL_TYPE_ZIP	parser:CL_TYPE_ZIP:valid-complete,parser:CL_TYPE_ZIP:late-detection,parser:CL_TYPE_ZIP:malformed-confirmed,parser:CL_TYPE_ZIP:limit
library	zip-map	library:zip-map:complete,library:zip-map:late-detection,library:zip-map:fault
parser	CL_TYPE_ZIPSFX	parser:CL_TYPE_ZIPSFX:valid-complete,parser:CL_TYPE_ZIPSFX:late-detection,parser:CL_TYPE_ZIPSFX:malformed-confirmed,parser:CL_TYPE_ZIPSFX:limit
library	zip-sfx-central-admission	library:zip-sfx-central-admission:complete,library:zip-sfx-central-admission:late-detection,library:zip-sfx-central-admission:fault
feature	SERVICE_POSTRUN_EVIDENCE	feature:SERVICE_POSTRUN_EVIDENCE:enabled,feature:SERVICE_POSTRUN_EVIDENCE:disabled-or-rejection
feature	SERVICE_ORACLE_CONSISTENCY	feature:SERVICE_ORACLE_CONSISTENCY:enabled,feature:SERVICE_ORACLE_CONSISTENCY:disabled-or-rejection
feature	CLAMD_REPORT_FINAL_STATUS_RECONCILIATION	feature:CLAMD_REPORT_FINAL_STATUS_RECONCILIATION:enabled,feature:CLAMD_REPORT_FINAL_STATUS_RECONCILIATION:disabled-or-rejection
library	html-normalizer-api-boundary	library:html-normalizer-api-boundary:complete,library:html-normalizer-api-boundary:late-detection,library:html-normalizer-api-boundary:fault
library	matcher-api-boundary	library:matcher-api-boundary:complete,library:matcher-api-boundary:late-detection,library:matcher-api-boundary:fault
library	fileblob-cleanup-context	library:fileblob-cleanup-context:complete,library:fileblob-cleanup-context:late-detection,library:fileblob-cleanup-context:fault
library	bytecode-context-cleanup	library:bytecode-context-cleanup:complete,library:bytecode-context-cleanup:late-detection,library:bytecode-context-cleanup:fault
library	bytecode-engine-query-context	library:bytecode-engine-query-context:complete,library:bytecode-engine-query-context:late-detection,library:bytecode-engine-query-context:fault
library	pdf-entry-context	library:pdf-entry-context:complete,library:pdf-entry-context:late-detection,library:pdf-entry-context:fault
library	native-executable-entry-context	library:native-executable-entry-context:complete,library:native-executable-entry-context:late-detection,library:native-executable-entry-context:fault
library	pe-entry-context	library:pe-entry-context:complete,library:pe-entry-context:late-detection,library:pe-entry-context:fault
library	autoit-entry-context	library:autoit-entry-context:complete,library:autoit-entry-context:late-detection,library:autoit-entry-context:fault
library	mspack-entry-context	library:mspack-entry-context:complete,library:mspack-entry-context:late-detection,library:mspack-entry-context:fault
library	mspack-file-read-callback	library:mspack-file-read-callback:complete,library:mspack-file-read-callback:late-detection,library:mspack-file-read-callback:fault
library	zip-entry-context	library:zip-entry-context:complete,library:zip-entry-context:late-detection,library:zip-entry-context:fault
library	7z-entry-context	library:7z-entry-context:complete,library:7z-entry-context:late-detection,library:7z-entry-context:fault
library	7z-sfx-header-sticky-completion	library:7z-sfx-header-sticky-completion:complete,library:7z-sfx-header-sticky-completion:late-detection,library:7z-sfx-header-sticky-completion:fault
library	pe-metadata-helper-context	library:pe-metadata-helper-context:complete,library:pe-metadata-helper-context:late-detection,library:pe-metadata-helper-context:fault
library	resource-limit-helper-context	library:resource-limit-helper-context:complete,library:resource-limit-helper-context:late-detection,library:resource-limit-helper-context:fault
library	recursion-stack-context	library:recursion-stack-context:complete,library:recursion-stack-context:late-detection,library:recursion-stack-context:fault
library	hwp5-stream-context	library:hwp5-stream-context:complete,library:hwp5-stream-context:late-detection,library:hwp5-stream-context:fault
library	pe-icon-context	library:pe-icon-context:complete,library:pe-icon-context:late-detection,library:pe-icon-context:fault
library	ole2-mso-prefix-context	library:ole2-mso-prefix-context:complete,library:ole2-mso-prefix-context:late-detection,library:ole2-mso-prefix-context:fault
library	vba-project-directory-context	library:vba-project-directory-context:complete,library:vba-project-directory-context:late-detection,library:vba-project-directory-context:fault
library	ole10-sticky-completion	library:ole10-sticky-completion:complete,library:ole10-sticky-completion:late-detection,library:ole10-sticky-completion:fault
library	ole2-property-name-context	library:ole2-property-name-context:complete,library:ole2-property-name-context:late-detection,library:ole2-property-name-context:fault
library	ole2-summary-context	library:ole2-summary-context:complete,library:ole2-summary-context:late-detection,library:ole2-summary-context:fault
library	hwp5-header-context	library:hwp5-header-context:complete,library:hwp5-header-context:late-detection,library:hwp5-header-context:fault
library	ole10-entry-context	library:ole10-entry-context:complete,library:ole10-entry-context:late-detection,library:ole10-entry-context:fault
library	ppt-vba-entry-context	library:ppt-vba-entry-context:complete,library:ppt-vba-entry-context:late-detection,library:ppt-vba-entry-context:fault
library	msxml-reader-context	library:msxml-reader-context:complete,library:msxml-reader-context:late-detection,library:msxml-reader-context:fault
library	msxml-stream-context	library:msxml-stream-context:complete,library:msxml-stream-context:late-detection,library:msxml-stream-context:fault
library	binhex-entry-context	library:binhex-entry-context:complete,library:binhex-entry-context:late-detection,library:binhex-entry-context:fault
library	rust-parser-engine-admission	library:rust-parser-engine-admission:complete,library:rust-parser-engine-admission:late-detection,library:rust-parser-engine-admission:fault
library	mbr-type-confirmation	library:mbr-type-confirmation:complete,library:mbr-type-confirmation:late-detection,library:mbr-type-confirmation:fault
library	mbr-zero-length-partition-admission	library:mbr-zero-length-partition-admission:complete,library:mbr-zero-length-partition-admission:late-detection,library:mbr-zero-length-partition-admission:fault
library	xar-lzma-stream-completion	library:xar-lzma-stream-completion:complete,library:xar-lzma-stream-completion:late-detection,library:xar-lzma-stream-completion:fault
library	xar-compressed-output-size	library:xar-compressed-output-size:complete,library:xar-compressed-output-size:late-detection,library:xar-compressed-output-size:fault
library	yara-matcher-state-admission	library:yara-matcher-state-admission:complete,library:yara-matcher-state-admission:late-detection,library:yara-matcher-state-admission:fault
library	7z-legacy-fallback-output	library:7z-legacy-fallback-output:complete,library:7z-legacy-fallback-output:late-detection,library:7z-legacy-fallback-output:fault
library	gif-short-signature	library:gif-short-signature:complete,library:gif-short-signature:late-detection,library:gif-short-signature:fault
library	sis9x-fixed-field-metadata	library:sis9x-fixed-field-metadata:complete,library:sis9x-fixed-field-metadata:late-detection,library:sis9x-fixed-field-metadata:fault
library	binhex-empty-stream-admission	library:binhex-empty-stream-admission:complete,library:binhex-empty-stream-admission:late-detection,library:binhex-empty-stream-admission:fault
library	cpio-invalid-header-admission	library:cpio-invalid-header-admission:complete,library:cpio-invalid-header-admission:late-detection,library:cpio-invalid-header-admission:fault
library	gpt-secondary-header-admission	library:gpt-secondary-header-admission:complete,library:gpt-secondary-header-admission:late-detection,library:gpt-secondary-header-admission:fault
library	gpt-zero-length-partition-admission	library:gpt-zero-length-partition-admission:complete,library:gpt-zero-length-partition-admission:late-detection,library:gpt-zero-length-partition-admission:fault
